时间,通道,频率 (Hz),温度 (C),状态
2026-06-20 08:45:43,6,,,Timeout/Error
2026-06-20 08:45:43,7,,,Timeout/Error
2026-06-20 08:45:44,8,,,Timeout/Error
2026-06-20 08:45:44,1,,,Timeout/Error
2026-06-20 08:45:45,2,,,Timeout/Error
2026-06-20 08:45:46,3,,,Timeout/Error
2026-06-20 08:45:46,4,,,Timeout/Error
2026-06-20 08:45:47,5,,,Timeout/Error
2026-06-20 08:45:48,6,,,Timeout/Error
2026-06-20 08:45:48,7,,,Timeout/Error
2026-06-20 08:45:49,8,,,Timeout/Error
2026-06-20 08:45:50,1,,,Timeout/Error
2026-06-20 08:45:50,2,,,Timeout/Error
2026-06-20 08:45:51,3,,,Timeout/Error
2026-06-20 08:45:51,4,,,Timeout/Error
2026-06-20 08:45:52,5,,,Timeout/Error
2026-06-20 08:45:53,6,,,Timeout/Error
2026-06-20 08:45:53,7,,,Timeout/Error
2026-06-20 08:45:54,8,,,Timeout/Error
2026-06-20 08:45:55,1,,,Timeout/Error
2026-06-20 08:45:55,2,,,Timeout/Error
2026-06-20 08:45:56,3,,,Timeout/Error
2026-06-20 08:45:57,4,,,Timeout/Error
2026-06-20 08:45:57,5,,,Timeout/Error
2026-06-20 08:45:58,6,,,Timeout/Error
2026-06-20 08:45:59,7,,,Timeout/Error
2026-06-20 08:45:59,8,,,Timeout/Error
2026-06-20 08:46:00,1,,,Timeout/Error
2026-06-20 08:46:00,2,,,Timeout/Error
2026-06-20 08:46:01,3,,,Timeout/Error
2026-06-20 08:46:02,4,,,Timeout/Error
2026-06-20 08:46:02,5,,,Timeout/Error
2026-06-20 08:46:03,6,,,Timeout/Error
2026-06-20 08:46:04,7,,,Timeout/Error
2026-06-20 08:46:04,8,,,Timeout/Error
2026-06-20 08:46:05,1,,,Timeout/Error
2026-06-20 08:46:06,2,,,Timeout/Error
2026-06-20 08:46:06,3,,,Timeout/Error
2026-06-20 08:46:07,4,,,Timeout/Error
2026-06-20 08:46:07,5,,,Timeout/Error
2026-06-20 08:46:08,6,,,Timeout/Error
2026-06-20 08:46:09,7,,,Timeout/Error
2026-06-20 08:46:09,8,,,Timeout/Error
2026-06-20 08:46:10,1,,,Timeout/Error
2026-06-20 08:46:11,2,,,Timeout/Error
2026-06-20 08:46:11,3,,,Timeout/Error
2026-06-20 08:46:12,4,,,Timeout/Error
2026-06-20 08:46:13,5,,,Timeout/Error
2026-06-20 08:46:13,6,,,Timeout/Error
2026-06-20 08:46:14,7,,,Timeout/Error
2026-06-20 08:46:15,8,,,Timeout/Error
2026-06-20 08:46:15,1,,,Timeout/Error
2026-06-20 08:46:16,2,,,Timeout/Error
2026-06-20 08:46:16,3,,,Timeout/Error
2026-06-20 08:46:17,4,,,Timeout/Error
2026-06-20 08:46:18,5,,,Timeout/Error
2026-06-20 08:46:18,6,,,Timeout/Error
2026-06-20 08:46:19,7,,,Timeout/Error
2026-06-20 08:46:20,8,,,Timeout/Error
2026-06-20 08:46:20,1,,,Timeout/Error
2026-06-20 08:46:21,2,,,Timeout/Error
2026-06-20 08:46:22,3,,,Timeout/Error
2026-06-20 08:46:22,4,,,Timeout/Error
2026-06-20 08:46:23,5,,,Timeout/Error
2026-06-20 08:46:23,6,,,Timeout/Error
2026-06-20 08:46:24,7,,,Timeout/Error
2026-06-20 08:46:25,8,,,Timeout/Error
2026-06-20 08:46:25,1,,,Timeout/Error
2026-06-20 08:46:26,2,,,Timeout/Error
2026-06-20 08:46:27,3,,,Timeout/Error
2026-06-20 08:46:27,4,,,Timeout/Error
2026-06-20 08:46:28,5,,,Timeout/Error
2026-06-20 08:46:29,6,,,Timeout/Error
2026-06-20 08:46:29,7,,,Timeout/Error
2026-06-20 08:46:30,8,,,Timeout/Error
2026-06-20 08:46:31,1,,,Timeout/Error
2026-06-20 08:46:31,2,,,Timeout/Error
2026-06-20 08:46:32,3,,,Timeout/Error
2026-06-20 08:46:32,4,,,Timeout/Error
2026-06-20 08:46:33,5,,,Timeout/Error
2026-06-20 08:46:34,6,,,Timeout/Error
2026-06-20 08:46:34,7,,,Timeout/Error
2026-06-20 08:46:35,8,,,Timeout/Error
2026-06-20 08:46:36,1,,,Timeout/Error
2026-06-20 08:46:36,2,,,Timeout/Error
2026-06-20 08:46:37,3,,,Timeout/Error
2026-06-20 08:46:38,4,,,Timeout/Error
2026-06-20 08:46:38,5,,,Timeout/Error
2026-06-20 08:46:39,6,,,Timeout/Error
2026-06-20 08:46:39,7,,,Timeout/Error
2026-06-20 08:46:40,8,,,Timeout/Error
2026-06-20 08:46:41,1,,,Timeout/Error
2026-06-20 08:46:41,2,,,Timeout/Error
2026-06-20 08:46:42,3,,,Timeout/Error
2026-06-20 08:46:43,4,,,Timeout/Error
2026-06-20 08:46:43,5,,,Timeout/Error
2026-06-20 08:46:44,6,,,Timeout/Error
2026-06-20 08:46:45,7,,,Timeout/Error
2026-06-20 08:46:45,8,,,Timeout/Error
2026-06-20 08:46:46,1,,,Timeout/Error
2026-06-20 08:46:47,2,,,Timeout/Error
2026-06-20 08:46:47,3,,,Timeout/Error
2026-06-20 08:46:48,4,,,Timeout/Error
2026-06-20 08:46:48,5,,,Timeout/Error
2026-06-20 08:46:49,6,,,Timeout/Error
2026-06-20 08:46:50,7,,,Timeout/Error
2026-06-20 08:46:50,8,,,Timeout/Error
2026-06-20 08:46:51,1,,,Timeout/Error
2026-06-20 08:46:52,2,,,Timeout/Error
2026-06-20 08:46:52,3,,,Timeout/Error
2026-06-20 08:46:53,4,,,Timeout/Error
2026-06-20 08:46:54,5,,,Timeout/Error
2026-06-20 08:46:54,6,,,Timeout/Error
2026-06-20 08:46:55,7,,,Timeout/Error
2026-06-20 08:46:55,8,,,Timeout/Error
2026-06-20 08:46:56,1,,,Timeout/Error
2026-06-20 08:46:57,2,,,Timeout/Error
2026-06-20 08:46:57,3,,,Timeout/Error
2026-06-20 08:46:58,4,,,Timeout/Error
2026-06-20 08:46:59,5,,,Timeout/Error
2026-06-20 08:46:59,6,,,Timeout/Error
2026-06-20 08:47:00,7,,,Timeout/Error
2026-06-20 08:47:01,8,,,Timeout/Error
2026-06-20 08:47:01,1,,,Timeout/Error
2026-06-20 08:47:02,2,,,Timeout/Error
2026-06-20 08:47:03,3,,,Timeout/Error
2026-06-20 08:47:03,4,,,Timeout/Error
2026-06-20 08:47:04,5,,,Timeout/Error
2026-06-20 08:47:04,6,,,Timeout/Error
2026-06-20 08:47:05,7,,,Timeout/Error
2026-06-20 08:47:06,8,,,Timeout/Error
2026-06-20 08:47:06,1,,,Timeout/Error
2026-06-20 08:47:07,2,,,Timeout/Error
2026-06-20 08:47:08,3,,,Timeout/Error
2026-06-20 08:47:08,4,,,Timeout/Error
2026-06-20 08:47:09,5,,,Timeout/Error
2026-06-20 08:47:10,6,,,Timeout/Error
2026-06-20 08:47:10,7,,,Timeout/Error
2026-06-20 08:47:11,8,,,Timeout/Error
2026-06-20 08:47:11,1,,,Timeout/Error
2026-06-20 08:47:12,2,,,Timeout/Error
2026-06-20 08:47:13,3,,,Timeout/Error
2026-06-20 08:47:13,4,,,Timeout/Error
2026-06-20 08:47:14,5,,,Timeout/Error
2026-06-20 08:47:15,6,,,Timeout/Error
2026-06-20 08:47:15,7,,,Timeout/Error
2026-06-20 08:47:16,8,,,Timeout/Error
2026-06-20 08:47:17,1,,,Timeout/Error
2026-06-20 08:47:17,2,,,Timeout/Error
2026-06-20 08:47:18,3,,,Timeout/Error
2026-06-20 08:47:19,4,,,Timeout/Error
2026-06-20 08:47:19,5,,,Timeout/Error
2026-06-20 08:47:20,6,,,Timeout/Error
2026-06-20 08:47:20,7,,,Timeout/Error
2026-06-20 08:47:21,8,,,Timeout/Error
2026-06-20 08:47:22,1,,,Timeout/Error
2026-06-20 08:47:22,2,,,Timeout/Error
2026-06-20 08:47:23,3,,,Timeout/Error
2026-06-20 08:47:24,4,,,Timeout/Error
2026-06-20 08:47:24,5,,,Timeout/Error
2026-06-20 08:47:25,6,,,Timeout/Error
2026-06-20 08:47:26,7,,,Timeout/Error
2026-06-20 08:47:26,8,,,Timeout/Error
2026-06-20 08:47:27,1,,,Timeout/Error
2026-06-20 08:47:27,2,,,Timeout/Error
2026-06-20 08:47:28,3,,,Timeout/Error
2026-06-20 08:47:29,4,,,Timeout/Error
2026-06-20 08:47:29,5,,,Timeout/Error
2026-06-20 08:47:30,6,,,Timeout/Error
2026-06-20 08:47:31,7,,,Timeout/Error
2026-06-20 08:47:31,8,,,Timeout/Error
2026-06-20 08:47:32,1,,,Timeout/Error
2026-06-20 08:47:33,2,,,Timeout/Error
2026-06-20 08:47:33,3,,,Timeout/Error
2026-06-20 08:47:34,4,,,Timeout/Error
2026-06-20 08:47:35,5,,,Timeout/Error
2026-06-20 08:47:35,6,,,Timeout/Error
2026-06-20 08:47:36,7,,,Timeout/Error
2026-06-20 08:47:36,8,,,Timeout/Error
2026-06-20 08:47:37,1,,,Timeout/Error
2026-06-20 08:47:38,2,,,Timeout/Error
2026-06-20 08:47:38,3,,,Timeout/Error
2026-06-20 08:47:39,4,,,Timeout/Error
2026-06-20 08:47:40,5,,,Timeout/Error
2026-06-20 08:47:40,6,,,Timeout/Error
2026-06-20 08:47:41,7,,,Timeout/Error
2026-06-20 08:47:42,8,,,Timeout/Error
2026-06-20 08:47:42,1,,,Timeout/Error
2026-06-20 08:47:43,2,,,Timeout/Error
2026-06-20 08:47:43,3,,,Timeout/Error
2026-06-20 08:47:44,4,,,Timeout/Error
2026-06-20 08:47:45,5,,,Timeout/Error
2026-06-20 08:47:45,6,,,Timeout/Error
2026-06-20 08:47:46,7,,,Timeout/Error
2026-06-20 08:47:47,8,,,Timeout/Error
2026-06-20 08:47:47,1,,,Timeout/Error
2026-06-20 08:47:48,2,,,Timeout/Error
2026-06-20 08:47:49,3,,,Timeout/Error
2026-06-20 08:47:49,4,,,Timeout/Error
2026-06-20 08:47:50,5,,,Timeout/Error
2026-06-20 08:47:51,6,,,Timeout/Error
2026-06-20 08:47:51,7,,,Timeout/Error
2026-06-20 08:47:52,8,,,Timeout/Error
2026-06-20 08:47:52,1,,,Timeout/Error
2026-06-20 08:47:53,2,,,Timeout/Error
2026-06-20 08:47:54,3,,,Timeout/Error
2026-06-20 08:47:54,4,,,Timeout/Error
2026-06-20 08:47:55,5,,,Timeout/Error
2026-06-20 08:47:56,6,,,Timeout/Error
2026-06-20 08:47:56,7,,,Timeout/Error
2026-06-20 08:47:57,8,,,Timeout/Error
2026-06-20 08:47:58,1,,,Timeout/Error
2026-06-20 08:47:58,2,,,Timeout/Error
2026-06-20 08:47:59,3,,,Timeout/Error
2026-06-20 08:47:59,4,,,Timeout/Error
2026-06-20 08:48:00,5,,,Timeout/Error
2026-06-20 08:48:01,6,,,Timeout/Error
2026-06-20 08:48:01,7,,,Timeout/Error
2026-06-20 08:48:02,8,,,Timeout/Error
2026-06-20 08:48:03,1,,,Timeout/Error
2026-06-20 08:48:03,2,,,Timeout/Error
2026-06-20 08:48:04,3,,,Timeout/Error
2026-06-20 08:48:05,4,,,Timeout/Error
2026-06-20 08:48:05,5,,,Timeout/Error
2026-06-20 08:48:06,6,,,Timeout/Error
2026-06-20 08:48:07,7,,,Timeout/Error
2026-06-20 08:48:07,8,,,Timeout/Error
2026-06-20 08:48:08,1,,,Timeout/Error
2026-06-20 08:48:08,2,,,Timeout/Error
2026-06-20 08:48:09,3,,,Timeout/Error
2026-06-20 08:48:10,4,,,Timeout/Error
2026-06-20 08:48:10,5,,,Timeout/Error
2026-06-20 08:48:11,6,,,Timeout/Error
2026-06-20 08:48:12,7,,,Timeout/Error
2026-06-20 08:48:12,8,,,Timeout/Error
2026-06-20 08:48:13,1,,,Timeout/Error
2026-06-20 08:48:14,2,,,Timeout/Error
2026-06-20 08:48:14,3,,,Timeout/Error
2026-06-20 08:48:15,4,,,Timeout/Error
2026-06-20 08:48:15,5,,,Timeout/Error
2026-06-20 08:48:16,6,,,Timeout/Error
2026-06-20 08:48:17,7,,,Timeout/Error
2026-06-20 08:48:17,8,,,Timeout/Error
2026-06-20 08:48:18,1,,,Timeout/Error
2026-06-20 08:48:19,2,,,Timeout/Error
2026-06-20 08:48:19,3,,,Timeout/Error
2026-06-20 08:48:20,4,,,Timeout/Error
2026-06-20 08:48:21,5,,,Timeout/Error
2026-06-20 08:48:21,6,,,Timeout/Error
2026-06-20 08:48:22,7,,,Timeout/Error
2026-06-20 08:48:23,8,,,Timeout/Error
2026-06-20 08:48:23,1,,,Timeout/Error
2026-06-20 08:48:24,2,,,Timeout/Error
2026-06-20 08:48:24,3,,,Timeout/Error
2026-06-20 08:48:25,4,,,Timeout/Error
2026-06-20 08:48:26,5,,,Timeout/Error
2026-06-20 08:48:26,6,,,Timeout/Error
2026-06-20 08:48:27,7,,,Timeout/Error
2026-06-20 08:48:28,8,,,Timeout/Error
2026-06-20 08:48:28,1,,,Timeout/Error
2026-06-20 08:48:29,2,,,Timeout/Error
2026-06-20 08:48:30,3,,,Timeout/Error
2026-06-20 08:48:30,4,,,Timeout/Error
2026-06-20 08:48:31,5,,,Timeout/Error
2026-06-20 08:48:31,6,,,Timeout/Error
2026-06-20 08:48:32,7,,,Timeout/Error
2026-06-20 08:48:33,8,,,Timeout/Error
2026-06-20 08:48:33,1,,,Timeout/Error
2026-06-20 08:48:34,2,,,Timeout/Error
2026-06-20 08:48:35,3,,,Timeout/Error
2026-06-20 08:48:35,4,,,Timeout/Error
2026-06-20 08:48:36,5,,,Timeout/Error
2026-06-20 08:48:37,6,,,Timeout/Error
2026-06-20 08:48:37,7,,,Timeout/Error
2026-06-20 08:48:38,8,,,Timeout/Error
2026-06-20 08:48:39,1,,,Timeout/Error
2026-06-20 08:48:39,2,,,Timeout/Error
2026-06-20 08:48:40,3,,,Timeout/Error
2026-06-20 08:48:40,4,,,Timeout/Error
2026-06-20 08:48:41,5,,,Timeout/Error
2026-06-20 08:48:42,6,,,Timeout/Error
2026-06-20 08:48:42,7,,,Timeout/Error
2026-06-20 08:48:43,8,,,Timeout/Error
2026-06-20 08:48:44,1,,,Timeout/Error
2026-06-20 08:48:44,2,,,Timeout/Error
2026-06-20 08:48:45,3,,,Timeout/Error
2026-06-20 08:48:46,4,,,Timeout/Error
2026-06-20 08:48:46,5,,,Timeout/Error
2026-06-20 08:48:47,6,,,Timeout/Error
2026-06-20 08:48:47,7,,,Timeout/Error
2026-06-20 08:48:48,8,,,Timeout/Error
2026-06-20 08:48:49,1,,,Timeout/Error
2026-06-20 08:48:49,2,,,Timeout/Error
2026-06-20 08:48:50,3,,,Timeout/Error
2026-06-20 08:48:51,4,,,Timeout/Error
2026-06-20 08:48:51,5,,,Timeout/Error
2026-06-20 08:48:52,6,,,Timeout/Error
2026-06-20 08:48:53,7,,,Timeout/Error
2026-06-20 08:48:53,8,,,Timeout/Error
2026-06-20 08:48:54,1,,,Timeout/Error
2026-06-20 08:48:55,2,,,Timeout/Error
2026-06-20 08:48:55,3,,,Timeout/Error
2026-06-20 08:48:56,4,,,Timeout/Error
2026-06-20 08:48:56,5,,,Timeout/Error
2026-06-20 08:48:57,6,,,Timeout/Error
2026-06-20 08:48:58,7,,,Timeout/Error
2026-06-20 08:48:58,8,,,Timeout/Error
2026-06-20 08:48:59,1,,,Timeout/Error
2026-06-20 08:49:00,2,,,Timeout/Error
2026-06-20 08:49:00,3,,,Timeout/Error
2026-06-20 08:49:01,4,,,Timeout/Error
2026-06-20 08:49:02,5,,,Timeout/Error
2026-06-20 08:49:02,6,,,Timeout/Error
2026-06-20 08:49:03,7,,,Timeout/Error
2026-06-20 08:49:03,8,,,Timeout/Error
2026-06-20 08:49:04,1,,,Timeout/Error
2026-06-20 08:49:05,2,,,Timeout/Error
2026-06-20 08:49:05,3,,,Timeout/Error
2026-06-20 08:49:06,4,,,Timeout/Error
2026-06-20 08:49:07,5,,,Timeout/Error
2026-06-20 08:49:07,6,,,Timeout/Error
2026-06-20 08:49:08,7,,,Timeout/Error
2026-06-20 08:49:09,8,,,Timeout/Error
2026-06-20 08:49:09,1,,,Timeout/Error
2026-06-20 08:49:10,2,,,Timeout/Error
2026-06-20 08:49:11,3,,,Timeout/Error
2026-06-20 08:49:11,4,,,Timeout/Error
2026-06-20 08:49:12,5,,,Timeout/Error
2026-06-20 08:49:12,6,,,Timeout/Error
2026-06-20 08:49:13,7,,,Timeout/Error
2026-06-20 08:49:14,8,,,Timeout/Error
2026-06-20 08:49:14,1,,,Timeout/Error
2026-06-20 08:49:15,2,,,Timeout/Error
2026-06-20 08:49:16,3,,,Timeout/Error
2026-06-20 08:49:16,4,,,Timeout/Error
2026-06-20 08:49:17,5,,,Timeout/Error
2026-06-20 08:49:18,6,,,Timeout/Error
2026-06-20 08:49:18,7,,,Timeout/Error
2026-06-20 08:49:19,8,,,Timeout/Error
2026-06-20 08:49:19,1,,,Timeout/Error
2026-06-20 08:49:20,2,,,Timeout/Error
2026-06-20 08:49:21,3,,,Timeout/Error
2026-06-20 08:49:21,4,,,Timeout/Error
2026-06-20 08:49:22,5,,,Timeout/Error
2026-06-20 08:49:23,6,,,Timeout/Error
2026-06-20 08:49:23,7,,,Timeout/Error
2026-06-20 08:49:24,8,,,Timeout/Error
2026-06-20 08:49:25,1,,,Timeout/Error
2026-06-20 08:49:25,2,,,Timeout/Error
2026-06-20 08:49:26,3,,,Timeout/Error
2026-06-20 08:49:27,4,,,Timeout/Error
2026-06-20 08:49:27,5,,,Timeout/Error
2026-06-20 08:49:28,6,,,Timeout/Error
2026-06-20 08:49:28,7,,,Timeout/Error
2026-06-20 08:49:29,8,,,Timeout/Error
2026-06-20 08:49:30,1,,,Timeout/Error
2026-06-20 08:49:30,2,,,Timeout/Error
2026-06-20 08:49:31,3,,,Timeout/Error
2026-06-20 08:49:32,4,,,Timeout/Error
2026-06-20 08:49:32,5,,,Timeout/Error
2026-06-20 08:49:33,6,,,Timeout/Error
2026-06-20 08:49:34,7,,,Timeout/Error
2026-06-20 08:49:34,8,,,Timeout/Error
2026-06-20 08:49:35,1,,,Timeout/Error
2026-06-20 08:49:35,2,,,Timeout/Error
2026-06-20 08:49:36,3,,,Timeout/Error
2026-06-20 08:49:37,4,,,Timeout/Error
2026-06-20 08:49:37,5,,,Timeout/Error
2026-06-20 08:49:38,6,,,Timeout/Error
2026-06-20 08:49:39,7,,,Timeout/Error
2026-06-20 08:49:39,8,,,Timeout/Error
2026-06-20 08:49:40,1,,,Timeout/Error
2026-06-20 08:49:41,2,,,Timeout/Error
2026-06-20 08:49:41,3,,,Timeout/Error
2026-06-20 08:49:42,4,,,Timeout/Error
2026-06-20 08:49:43,5,,,Timeout/Error
2026-06-20 08:49:43,6,,,Timeout/Error
2026-06-20 08:49:44,7,,,Timeout/Error
2026-06-20 08:49:44,8,,,Timeout/Error
2026-06-20 08:49:45,1,,,Timeout/Error
2026-06-20 08:49:46,2,,,Timeout/Error
2026-06-20 08:49:46,3,,,Timeout/Error
2026-06-20 08:49:47,4,,,Timeout/Error
2026-06-20 08:49:48,5,,,Timeout/Error
2026-06-20 08:49:48,6,,,Timeout/Error
2026-06-20 08:49:49,7,,,Timeout/Error
2026-06-20 08:49:50,8,,,Timeout/Error
2026-06-20 08:49:50,1,,,Timeout/Error
2026-06-20 08:49:51,2,,,Timeout/Error
2026-06-20 08:49:51,3,,,Timeout/Error
2026-06-20 08:49:52,4,,,Timeout/Error
2026-06-20 08:49:53,5,,,Timeout/Error
2026-06-20 08:49:53,6,,,Timeout/Error
2026-06-20 08:49:54,7,,,Timeout/Error
2026-06-20 08:49:55,8,,,Timeout/Error
2026-06-20 08:49:55,1,,,Timeout/Error
2026-06-20 08:49:56,2,,,Timeout/Error
2026-06-20 08:49:57,3,,,Timeout/Error
2026-06-20 08:49:57,4,,,Timeout/Error
2026-06-20 08:49:58,5,,,Timeout/Error
2026-06-20 08:49:59,6,,,Timeout/Error
2026-06-20 08:49:59,7,,,Timeout/Error
2026-06-20 08:50:00,8,,,Timeout/Error
2026-06-20 08:50:00,1,,,Timeout/Error
2026-06-20 08:50:01,2,,,Timeout/Error
2026-06-20 08:50:02,3,,,Timeout/Error
2026-06-20 08:50:02,4,,,Timeout/Error
2026-06-20 08:50:03,5,,,Timeout/Error
2026-06-20 08:50:04,6,,,Timeout/Error
2026-06-20 08:50:04,7,,,Timeout/Error
2026-06-20 08:50:05,8,,,Timeout/Error
2026-06-20 08:50:06,1,,,Timeout/Error
2026-06-20 08:50:06,2,,,Timeout/Error
2026-06-20 08:50:07,3,,,Timeout/Error
2026-06-20 08:50:07,4,,,Timeout/Error
2026-06-20 08:50:08,5,,,Timeout/Error
2026-06-20 08:50:09,6,,,Timeout/Error
2026-06-20 08:50:09,7,,,Timeout/Error
2026-06-20 08:50:10,8,,,Timeout/Error
2026-06-20 08:50:11,1,,,Timeout/Error
2026-06-20 08:50:11,2,,,Timeout/Error
2026-06-20 08:50:12,3,,,Timeout/Error
2026-06-20 08:50:13,4,,,Timeout/Error
2026-06-20 08:50:13,5,,,Timeout/Error
2026-06-20 08:50:14,6,,,Timeout/Error
2026-06-20 08:50:15,7,,,Timeout/Error
2026-06-20 08:50:15,8,,,Timeout/Error
2026-06-20 08:50:16,1,,,Timeout/Error
2026-06-20 08:50:16,2,,,Timeout/Error
2026-06-20 08:50:17,3,,,Timeout/Error
2026-06-20 08:50:18,4,,,Timeout/Error
2026-06-20 08:50:18,5,,,Timeout/Error
2026-06-20 08:50:19,6,,,Timeout/Error
2026-06-20 08:50:20,7,,,Timeout/Error
2026-06-20 08:50:20,8,,,Timeout/Error
2026-06-20 08:50:21,1,,,Timeout/Error
2026-06-20 08:50:22,2,,,Timeout/Error
2026-06-20 08:50:22,3,,,Timeout/Error
2026-06-20 08:50:23,4,,,Timeout/Error
2026-06-20 08:50:23,5,,,Timeout/Error
2026-06-20 08:50:24,6,,,Timeout/Error
2026-06-20 08:50:25,7,,,Timeout/Error
2026-06-20 08:50:25,8,,,Timeout/Error
2026-06-20 08:50:26,1,,,Timeout/Error
2026-06-20 08:50:27,2,,,Timeout/Error
2026-06-20 08:50:27,3,,,Timeout/Error
2026-06-20 08:50:28,4,,,Timeout/Error
2026-06-20 08:50:29,5,,,Timeout/Error
2026-06-20 08:50:29,6,,,Timeout/Error
2026-06-20 08:50:30,7,,,Timeout/Error
2026-06-20 08:50:31,8,,,Timeout/Error
2026-06-20 08:50:31,1,,,Timeout/Error
2026-06-20 08:50:32,2,,,Timeout/Error
2026-06-20 08:50:32,3,,,Timeout/Error
2026-06-20 08:50:33,4,,,Timeout/Error
2026-06-20 08:50:34,5,,,Timeout/Error
2026-06-20 08:50:34,6,,,Timeout/Error
2026-06-20 08:50:35,7,,,Timeout/Error
2026-06-20 08:50:36,8,,,Timeout/Error
2026-06-20 08:50:36,1,,,Timeout/Error
2026-06-20 08:50:37,2,,,Timeout/Error
2026-06-20 08:50:38,3,,,Timeout/Error
2026-06-20 08:50:38,4,,,Timeout/Error
2026-06-20 08:50:39,5,,,Timeout/Error
2026-06-20 08:50:39,6,,,Timeout/Error
2026-06-20 08:50:40,7,,,Timeout/Error
2026-06-20 08:50:41,8,,,Timeout/Error
2026-06-20 08:50:41,1,,,Timeout/Error
2026-06-20 08:50:42,2,,,Timeout/Error
2026-06-20 08:50:43,3,,,Timeout/Error
2026-06-20 08:50:43,4,,,Timeout/Error
2026-06-20 08:50:44,5,,,Timeout/Error
2026-06-20 08:50:45,6,,,Timeout/Error
2026-06-20 08:50:45,7,,,Timeout/Error
2026-06-20 08:50:46,8,,,Timeout/Error
2026-06-20 08:50:47,1,,,Timeout/Error
2026-06-20 08:50:47,2,,,Timeout/Error
2026-06-20 08:50:48,3,,,Timeout/Error
2026-06-20 08:50:48,4,,,Timeout/Error
2026-06-20 08:50:49,5,,,Timeout/Error
2026-06-20 08:50:50,6,,,Timeout/Error
2026-06-20 08:50:50,7,,,Timeout/Error
2026-06-20 08:50:51,8,,,Timeout/Error
2026-06-20 08:50:52,1,,,Timeout/Error
2026-06-20 08:50:52,2,,,Timeout/Error
2026-06-20 08:50:53,3,,,Timeout/Error
2026-06-20 08:50:54,4,,,Timeout/Error
2026-06-20 08:50:54,5,,,Timeout/Error
2026-06-20 08:50:55,6,,,Timeout/Error
2026-06-20 08:50:55,7,,,Timeout/Error
2026-06-20 08:50:56,8,,,Timeout/Error
2026-06-20 08:50:57,1,,,Timeout/Error
2026-06-20 08:50:57,2,,,Timeout/Error
2026-06-20 08:50:58,3,,,Timeout/Error
2026-06-20 08:50:59,4,,,Timeout/Error
2026-06-20 08:50:59,5,,,Timeout/Error
2026-06-20 08:51:00,6,,,Timeout/Error
2026-06-20 08:51:01,7,,,Timeout/Error
2026-06-20 08:51:01,8,,,Timeout/Error
2026-06-20 08:51:02,1,,,Timeout/Error
2026-06-20 08:51:03,2,,,Timeout/Error
2026-06-20 08:51:03,3,,,Timeout/Error
2026-06-20 08:51:04,4,,,Timeout/Error
2026-06-20 08:51:04,5,,,Timeout/Error
2026-06-20 08:51:05,6,,,Timeout/Error
2026-06-20 08:51:06,7,,,Timeout/Error
2026-06-20 08:51:06,8,,,Timeout/Error
2026-06-20 08:51:07,1,,,Timeout/Error
2026-06-20 08:51:08,2,,,Timeout/Error
2026-06-20 08:51:08,3,,,Timeout/Error
2026-06-20 08:51:09,4,,,Timeout/Error
2026-06-20 08:51:10,5,,,Timeout/Error
2026-06-20 08:51:10,6,,,Timeout/Error
2026-06-20 08:51:11,7,,,Timeout/Error
2026-06-20 08:51:11,8,,,Timeout/Error
2026-06-20 08:51:12,1,,,Timeout/Error
2026-06-20 08:51:13,2,,,Timeout/Error
2026-06-20 08:51:13,3,,,Timeout/Error
2026-06-20 08:51:14,4,,,Timeout/Error
2026-06-20 08:51:15,5,,,Timeout/Error
2026-06-20 08:51:15,6,,,Timeout/Error
2026-06-20 08:51:16,7,,,Timeout/Error
2026-06-20 08:51:17,8,,,Timeout/Error
2026-06-20 08:51:17,1,,,Timeout/Error
2026-06-20 08:51:18,2,,,Timeout/Error
2026-06-20 08:51:19,3,,,Timeout/Error
2026-06-20 08:51:19,4,,,Timeout/Error
2026-06-20 08:51:20,5,,,Timeout/Error
2026-06-20 08:51:20,6,,,Timeout/Error
2026-06-20 08:51:21,7,,,Timeout/Error
2026-06-20 08:51:22,8,,,Timeout/Error
2026-06-20 08:51:22,1,,,Timeout/Error
2026-06-20 08:51:23,2,,,Timeout/Error
2026-06-20 08:51:24,3,,,Timeout/Error
2026-06-20 08:51:24,4,,,Timeout/Error
2026-06-20 08:51:25,5,,,Timeout/Error
2026-06-20 08:51:26,6,,,Timeout/Error
2026-06-20 08:51:26,7,,,Timeout/Error
2026-06-20 08:51:27,8,,,Timeout/Error
2026-06-20 08:51:27,1,,,Timeout/Error
2026-06-20 08:51:28,2,,,Timeout/Error
2026-06-20 08:51:29,3,,,Timeout/Error
2026-06-20 08:51:29,4,,,Timeout/Error
2026-06-20 08:51:30,5,,,Timeout/Error
2026-06-20 08:51:31,6,,,Timeout/Error
2026-06-20 08:51:31,7,,,Timeout/Error
2026-06-20 08:51:32,8,,,Timeout/Error
2026-06-20 08:51:33,1,,,Timeout/Error
2026-06-20 08:51:33,2,,,Timeout/Error
2026-06-20 08:51:34,3,,,Timeout/Error
2026-06-20 08:51:35,4,,,Timeout/Error
2026-06-20 08:51:35,5,,,Timeout/Error
2026-06-20 08:51:36,6,,,Timeout/Error
2026-06-20 08:51:36,7,,,Timeout/Error
2026-06-20 08:51:37,8,,,Timeout/Error
2026-06-20 08:51:38,1,,,Timeout/Error
2026-06-20 08:51:38,2,,,Timeout/Error
2026-06-20 08:51:39,3,,,Timeout/Error
2026-06-20 08:51:40,4,,,Timeout/Error
